PLOT,Rel.To.Brook,Transect,UTM_EASTING,UTM_NORTHING,PH,MOISTURE.pct,OM.pct,Cd,Cu,Ni,Cr,Co,Zn,Mn,Ca.pct,Ca,Mg.pct,Mg,Al.pct,Al,Fe.pct,Fe,P,S,B,Ti.pct,Ti,K.pct,K,Na.pct,Na,EXCH_Al,EXCH_As,EXCH_B,EXCH_Ca,EXCH_Cd,EXCH_Co,EXCH_Cr,EXCH_Cu,EXCH_Fe,EXCH_K,EXCH_Mg,EXCH_Mn,EXCH_Mo,EXCH_Ni,EXCH_P,EXCH_Pb,EXCH_Se,EXCH_Sr,EXCH_V,EXCH_Zn,SUM_BC,GRAVEL,SANDSILTCLAY,VERYCOARSESAND,COARSESAND,MEDIUMSAND,FINESAND,VERYFINESAND,SILTCLAY,DATE
196,South,E277000,277000,4868400,4.71,4.777,9.566,NA,13.305,1.857,34.036,12.583,45.691,293.332,0.448,4484,0.244,2449,1.336,13369,3.992,39928,748.492,1.753,8.56,0.479,4796,1.142,11429,0.814,8148,0.38201956,NA,NA,0.143302207,0.000145977,0.000730773,NA,NA,0.014455817,0.043665181,0.014257274,0.007460195,NA,0.002186332,NA,0.000738655,NA,0.000997098,3.58E-06,0.004469322,0.00962013,13.068,86.931,2.656,10.375,12.305,7.616,4.926,49.129,1997/1998
198,North,E277000,277000,4868700,4.53,5.045,8.812,NA,15.941,0.501,33.586,14.337,15.841,239.513,0.462,4616,0.167,1673,1.253,12531,3.101,31015,376.062,NA,10.326,0.541,5418,1.052,10526,0.822,8221,0.479272661,NA,NA,0.058652737,2.92E-05,0.000749822,3.05E-05,0.000482141,0.00684536,0.025942534,0.014888557,0.007598591,1.57E-05,0.002633554,NA,0.001575107,NA,0.000680783,2.29E-05,0.001737394,0.004927682,6.44,93.559,2.139,15.054,28.871,16.702,8.263,22.469,1997/1998
199,North,E277000,277000,4868800,4.46,5.652,9.102,NA,17.202,2.355,25.496,15.257,29.08,332.779,0.643,6429,0.228,2284,1.452,14524,3.661,36611,630.437,2.457,7.372,0.476,4764,1.194,11942,0.901,9011,0.597762698,NA,NA,0.020530999,4.10E-05,0.000620765,3.36E-05,0.000104955,0.01997071,0.011546651,0.006783717,0.001307676,4.22E-06,0.002016563,NA,0.001369647,7.30E-05,0.000441093,1.73E-05,0.00092372,0.002012067,0.823,99.176,1.149,11.627,32.156,24.252,10.701,19.339,1997/1998
200,North,E277000,277000,4869000,4.52,8.169,7.45,NA,11.98,1.007,29.195,12.886,18.926,175.772,0.093,932,0.13,1305,0.704,7049,2.503,25036,584.196,NA,19.53,0.526,5264,1.699,16998,0.704,7047,0.386766814,0.000164857,NA,0.079612771,3.54E-05,0.000283332,NA,0.000555512,0.004096988,0.028682409,0.012430372,0.006851975,NA,0.001913754,NA,0.001402543,NA,0.000745019,NA,0.002086842,0.006002037,11.398,88.601,2.342,10.098,16.217,14.218,8.744,36.879,1997/1998
201,North,E277000,277000,4869100,4.6,8.389,11.578,0.204,19.163,2.344,38.02,14.984,40.772,272.256,0.2,1999,0.2,2000,1.068,10680,3.986,39864,655.616,29.05,18.857,0.631,6311,1.196,11961,0.672,6727,0.430079732,NA,NA,0.102276546,4.86E-05,0.000422352,3.00E-05,0.000167755,0.007142059,0.028310462,0.015458621,0.01108547,9.79E-06,0.002234162,NA,0.001162649,8.26E-05,0.000839206,2.25E-05,0.003572812,0.007256559,13.121,86.878,2.298,11.71,20.375,16.307,9.765,26.362,1997/1998
202,North,E277000,277000,4869300,3.96,5.414,12.435,NA,12.046,NA,32.871,14.292,16.844,154.146,0.177,1773,0.112,1120,1.039,10398,3.347,33478,579.424,47.877,21.539,0.557,5572,1.219,12196,0.581,5819,0.784084625,NA,NA,0.071722983,7.94E-05,0.0018539,0.000069347,0.000460461,0.074730557,0.039241004,0.017005624,0.008777955,2.39E-05,0.002136589,NA,0.002963324,0.000237456,0.000677395,5.35E-05,0.002870975,0.006103888,10.468,89.531,3.005,13.84,17.534,14.318,8.48,32.371,1997/1998
203,North,E277000,277000,4869400,4.45,6.766,11.71,NA,15.952,NA,37.222,13.444,32.306,228.65,0.288,2883,0.179,1796,1.108,11084,3.514,35148,623.644,11.638,15.952,0.514,5141,1.277,12776,0.692,6923,0.575968276,1.29E-06,NA,0.035998218,5.34E-05,0.000477275,1.05E-05,0.00029515,0.014010727,0.027312327,0.010616684,0.006050792,NA,0.001995073,NA,0.001332146,NA,0.000409692,NA,0.002260984,0.003561835,17.583,82.416,2.988,13.436,21.82,16.318,10.304,17.629,1997/1998
204,North,E277000,277000,4869600,4.41,5.594,12.373,NA,14.089,NA,36.302,12.546,37.742,179.247,0.087,869,0.147,1475,0.807,8074,3.078,30784,719.97,2.776,22.932,0.478,4783,1.218,12188,0.575,5759,0.617587292,NA,NA,0.071059205,0.000117071,0.000681313,NA,NA,0.021702774,0.028376309,0.011827771,0.006066172,NA,0.001934047,NA,0.001445725,NA,0.00052356,NA,0.004000461,0.005436916,12.656,87.343,2.361,10.646,17.674,13.693,8.456,34.53,1997/1998
205,North,E277000,277000,4869700,4.39,17.385,13.254,NA,17.799,3.851,42.05,45.902,63.076,654.278,0.172,1724,0.29,2901,1.264,12646,3.896,38960,1147.745,66.198,21.961,0.515,5154,1.365,13659,0.572,5725,0.291473276,NA,NA,0.046787024,6.85E-05,0.000874483,NA,7.43E-05,0.000524182,0.034696938,0.009348423,0.022772904,NA,0.001136208,NA,0.00078694,NA,0.000531108,NA,0.003061937,0.004478456,4.953,95.046,4.703,20.659,21.408,15.956,7.911,24.434,1997/1998
206,North,E277000,277000,4869900,4.53,7.776,11.574,0.577,14.892,1.826,41.698,13.931,30.072,199.65,0.003,29,0.04,407,0.317,3178,3.883,38834,564.169,NA,19.503,0.544,5447,0.958,9582,0.47,4708,0.438975146,NA,1.50E-05,0.160145983,4.12E-05,0.000449244,NA,0.000714165,0.006122309,0.025134462,0.019704903,0.004675728,0.000118636,0.002196075,NA,0.000930791,NA,0.001839896,NA,0.002603349,0.010264786,10.599,89.4,3.084,14.083,21.307,14.448,6.453,29.963,1997/1998
207,North,E277000,277000,4870000,4.42,4.077,8.467,0.101,10.942,4.66,49.339,15.298,31.103,198.267,0.017,170,0.09,909,0.436,4363,3.461,34612,632.69,NA,23.706,0.495,4952,1.113,11139,0.496,4964,0.415766069,NA,NA,0.07355047,7.15E-05,0.001009205,1.86E-05,2.90E-05,0.017336749,0.024104246,0.011778669,0.008651095,7.23E-06,0.0017923,NA,0.001288478,4.45E-05,0.000602358,7.32E-06,0.003360343,0.005423121,15.204,84.795,2.786,11.935,21.348,15.388,8.816,24.607,1997/1998
208,North,E277000,277000,4870200,4.5,3.897,10.681,1.006,17.904,1.408,40.133,13.881,31.081,305.977,0.006,60,0.062,625,0.379,3790,3.358,33589,523.439,14.785,23.838,0.516,5163,1.161,11618,0.513,5130,0.53312323,NA,NA,0.051866107,0.000113542,0.001053949,6.13E-05,0.000325062,0.034439774,0.024269241,0.010565065,0.010467447,2.22E-05,0.00246571,NA,0.001947622,4.81E-05,0.000437837,0.000038569,0.002400977,0.004159495,24.047,75.952,4.149,13.228,20.94,12.401,5.342,19.73,1997/1998
209,North,E277000,277000,4870300,4.47,7.542,15.986,NA,10.574,6.282,49.311,15.076,32.037,131.078,0.005,48,0.062,620,0.353,3539,3.674,36746,710.354,13.924,28.058,0.512,5122,1.227,12279,0.502,5025,0.627409544,9.84E-05,6.01E-05,0.071265736,8.90E-05,0.000694292,1.02E-05,0.000443381,0.008558998,0.038221918,0.015658979,0.015499583,NA,0.003209121,NA,0.001706207,NA,0.00060875,NA,0.002466993,0.006081809,12.456,87.543,3.331,14.195,21.961,13.788,6.081,28.379,1997/1998
210,North,E277000,277000,4870500,4.16,10.629,14.279,NA,10.365,4.502,48.474,11.935,29.315,197.141,0.024,235,0.113,1135,0.576,5765,4.518,45185,773.07,1.779,16.437,0.523,5235,1.227,12273,0.471,4711,0.688069416,0.000131483,0.000178499,0.142336224,7.68E-05,0.000390716,4.46E-06,0.00109622,0.010446345,0.029095763,0.019441232,0.007742989,NA,0.002738361,NA,0.002262663,NA,0.001013769,NA,0.003449741,0.009713031,16.645,83.354,3.005,16.094,22.697,14.215,6.188,21.231,1997/1998
211,North,E277000,277000,4870600,4.54,8.939,14.049,NA,22.485,4.62,44.969,22.382,39.631,833.472,0.005,45,0.065,659,0.407,4075,3.253,32532,1213.862,38.09,16.837,0.475,4753,1.354,13542,0.39,3901,0.394315102,0.000200283,0.000236126,0.080690486,0.000128338,0.000307081,4.48E-06,0.000321814,0.000215017,0.043430719,0.017567832,0.063184131,NA,0.002269502,NA,0.00112928,NA,0.000753657,NA,0.003040779,0.006855022,29.727,70.272,4.253,14.43,17.424,10.287,4.08,19.922,1997/1998
212,North,E277000,277000,4870800,2.51,3.359,17.906,0.509,12.736,0.917,17.219,9.679,11.819,45.033,NA,NA,0.029,299,0.237,2374,1.385,13859,813.346,NA,22.007,0.363,3631,1.783,17830,0.458,4585,0.696904043,0.000105151,0.000109744,0.081842808,8.52E-05,0.00248204,NA,NA,0.088499275,0.054807557,0.026179396,0.009959051,7.02E-06,0.003390926,0.002753215,0.007919366,NA,0.000651185,4.18E-05,0.003373552,0.007746597,27.91,72.089,5.564,19.519,16.564,7.381,3.474,19.542,1997/1998
213,North,E277000,277000,4870900,3.52,2.202,9.605,NA,13.679,0.201,11.768,6.136,5.935,18.306,NA,NA,0.015,158,0.155,1555,0.497,4978,424.666,NA,24.743,0.329,3290,2.676,26766,0.523,5230,0.385919031,0.000223176,0.000438186,0.048758956,4.36E-05,0.001247882,NA,0.000859343,0.046853555,0.031210144,0.013019444,0.004581723,NA,0.002404065,0.00558857,0.006971903,NA,0.000302779,7.19E-05,0.002583488,0.004519521,11.607,88.392,4.39,19.38,23.612,14.342,5.492,20.911,1997/1998
246,South,E276000,276000,4866900,3.67,1.545,5.839,1.056,17.947,1.632,39.733,13.148,10.845,197.898,0.005,49,0.025,258,0.187,1876,1.288,12886,508.949,NA,29.943,0.647,6479,1.081,10811,0.46,4607,0.272897998,NA,NA,0.030340011,3.89E-05,0.001028649,3.43E-05,0.00088986,0.041129996,0.036813597,0.018825723,0.007368927,1.02E-05,0.00346,NA,0.006667441,NA,0.00024919,9.47E-05,0.002108994,0.004105634,7.304,92.695,1.804,12.242,25.766,17.5,5.393,29.716,1997/1998
247,South,E276000,276000,4867000,4.13,8.464,16.809,NA,19.397,11.129,40.383,16.747,26.392,188.985,0.072,716,0.06,607,0.397,3978,3.729,37296,694.253,41.443,19.608,0.674,6744,0.965,9651,0.508,5088,0.500784637,0.000041526,0.000476183,0.045795382,7.03E-05,0.000693919,4.24E-06,0.000562618,0.026026339,0.044748512,0.018936445,0.002893491,NA,0.001643841,NA,0.002781505,NA,0.000398225,NA,0.003193749,0.005313127,8.416,91.583,2.464,13.307,18.647,11.295,10.391,35.868,1997/1998
248,South,E276000,276000,4867200,4.29,4.204,13.381,NA,15.601,7.374,34.618,13.428,26.235,252.103,0.03,302,0.066,667,0.334,3342,2.797,27976,807.072,115.107,27.632,0.58,5809,0.899,8998,0.946,9469,0.623997022,NA,NA,0.04152203,4.86E-05,0.001128416,NA,0.000271367,0.036135266,0.038873329,0.01666924,0.003926296,NA,0.00266361,NA,0.002206179,NA,0.000388358,NA,0.002742622,0.004682129,5.937,94.062,2.4,12.697,19.414,14.276,8.675,36.829,1997/1998
249,South,E276000,276000,4867300,3.78,2.959,11.757,NA,13.707,4.602,32.217,22.412,18.01,304.962,0.354,3537,0.212,2129,0.995,9958,2.796,27962,541.488,3.001,7.303,1.171,11717,0.87,8707,0.92,9205,0.625051252,NA,NA,0.040768515,8.27E-05,0.001595451,1.63E-06,0.000925991,0.050442989,0.038783493,0.022582132,0.0026396,1.29E-06,0.002027477,NA,0.00401465,NA,0.000431682,4.25E-05,0.002786189,0.005155375,4.51,95.489,1.315,9.031,17.827,14.43,8.344,44.658,1997/1998
250,South,E276000,276000,4867500,4.14,4.141,14.715,NA,16.623,4.561,29.799,11.859,16.116,178.795,0.227,2267,0.106,1066,0.792,7925,2.834,28347,381.003,NA,7.905,0.576,5760,0.969,9696,1.084,10845,0.826725213,9.79E-05,NA,0.164059632,8.94E-05,0.001664586,NA,NA,0.058692799,0.029928722,0.018687155,0.002816795,NA,0.003694181,NA,0.001894663,0.00013628,0.000867863,3.70E-06,0.003125709,0.010736994,8.303,91.696,1.919,11.275,19.256,14.7,8.809,36.055,1997/1998
251,South,E276000,276000,4867600,3.88,0.657,3.299,NA,12.555,2.342,38.226,14.616,5.528,307.868,0.496,4963,0.151,1514,1.022,10225,1.741,17416,248.093,NA,13.866,0.823,8237,1,10003,1.143,11430,0.09400953,0.000041865,0.00153969,0.031063048,2.07E-05,0.000408809,1.91E-05,0.0005717,0.014649351,0.015571127,0.009784143,0.001533189,NA,0.003497151,0.00249393,0.001742997,1.49E-05,0.000211829,0.000014365,0.001224802,0.002862556,8.004,91.995,2.246,15.376,26.904,20.617,6.93,19.85,1997/1998
252,South,E276000,276000,4867800,4.07,1.712,5.715,NA,14.085,6.953,37.887,8.201,11.856,93.336,0.016,155,0.093,938,0.499,4997,1.752,17526,251.925,NA,18.631,0.555,5559,1.522,15228,1.194,11946,0.358252916,NA,NA,0.108026404,5.18E-05,0.00155693,NA,NA,0.05493892,0.02258581,0.017302669,0.004271277,7.15E-06,0.00287852,NA,0.001506941,2.38E-06,0.000713608,7.63E-06,0.002064891,0.007586548,12.905,87.094,2.918,16.807,22.559,14.198,6.403,24.155,1997/1998
253,South,E276000,276000,4867900,4.3,6.955,14.796,NA,14.405,9.016,32.437,10.156,21.763,274.52,0.47,4700,0.186,1867,1.212,12121,3.504,35044,639.198,79.485,6.839,0.514,5140,0.883,8835,1.264,12643,0.508839889,2.63E-05,NA,0.071821458,5.96E-05,0.000794769,1.43E-05,0.000533529,0.017337246,0.030505238,0.013272922,0.008121612,NA,0.002369289,NA,0.0013002,NA,0.000586136,NA,0.002535279,0.005960217,9.887,90.112,2.369,11.375,19.579,14.664,8.497,33.802,1997/1998
254,South,E276000,276000,4868100,4.37,10.868,12.798,NA,9.188,9.384,29.325,7.624,20.332,233.914,0.454,4537,0.141,1416,1.089,10893,3.508,35082,468.218,23.85,1.075,0.472,4725,0.897,8977,1.309,13098,0.373645681,3.57E-05,0.001619688,0.038455965,3.48E-05,0.000111792,NA,0.000149578,0.002707732,0.020021019,0.008174011,0.005242217,NA,0.00166021,NA,0.001069673,NA,0.000272489,NA,0.002002058,0.003295972,7.253,92.746,2.318,13.911,23.009,16.274,9.208,28.135,1997/1998
255,South,E276000,276000,4868200,3.98,18.589,19.032,NA,17.911,9.963,38.154,12.082,24.906,236.237,0.37,3697,0.157,1573,1.124,11248,4.033,40337,647.029,183.775,6.994,0.531,5312,0.893,8935,1.102,11022,0.384682544,NA,NA,0.056807835,0.000064039,0.000324008,4.22E-05,0.000252211,0.001931382,0.014631132,0.009412415,0.006178731,2.45E-05,0.001065125,NA,0.001253121,8.14E-05,0.000538261,4.62E-05,0.002017644,0.004075859,8.801,91.198,3.698,17.244,23.313,14.535,10.601,21.908,1997/1998
256,South,E276000,276000,4868400,4.35,8.965,16.651,NA,26.484,17.727,34.609,21.736,43.894,394.309,0.369,3691,0.225,2256,1.218,12182,4.641,46414,957.44,288.266,8.652,0.594,5945,1.027,10272,1.129,11290,0.457540905,NA,NA,0.069461418,9.87E-05,0.000535561,NA,NA,0.003354744,0.028439998,0.012248214,0.010097757,3.57E-06,0.002174767,NA,0.001020986,NA,0.000762353,NA,0.003345469,0.005268908,5.504,94.495,2.15,12.662,20.546,15.16,10.186,33.985,1997/1998
257,South,E276000,276000,4868500,4.27,14.15,10.593,NA,9.869,15.663,32.141,15.211,45.632,345.858,0.289,2885,0.156,1567,0.9,9007,3.847,38475,607.514,13.309,10.502,0.517,5177,0.931,9315,1.177,11770,0.294466283,NA,NA,0.048841798,3.50E-05,0.000142868,3.50E-06,8.56E-05,0.0003097,0.018466636,0.006784847,0.00547538,NA,0.001801516,NA,0.000749192,NA,0.00044202,9.00E-06,0.001947992,0.00366504,2.358,97.641,2.087,12.152,21.029,17.304,12.258,33.259,1997/1998
258,South,E276000,276000,4868700,4.63,8.514,14.497,NA,12.877,14.926,27.608,11.414,24.292,279.596,0.56,5601,0.22,2203,1.464,14642,3.551,35515,345.056,101.263,1.268,0.44,4402,0.905,9052,1.385,13853,0.625491046,4.03E-05,NA,0.104099805,7.02E-05,0.000575017,NA,0.00019311,0.01943229,0.019889859,0.013310785,0.003918499,NA,0.001792551,NA,0.001080716,NA,0.000801285,NA,0.002357122,0.006982876,17.869,82.13,4.026,17.349,25.274,15.095,7.497,13.222,1997/1998
259,South,E276000,276000,4868800,4.2,6.983,17.575,NA,11.181,9.493,39.661,9.704,27.847,135.122,0.104,1040,0.159,1597,0.885,8852,3.481,34816,498.715,10.548,73.625,0.502,5023,0.999,9991,1.308,13080,1.239071117,NA,NA,0.182240299,7.65E-05,0.002642306,3.93E-05,NA,0.095352293,0.030790611,0.034110439,0.005154483,1.52E-05,0.004498986,NA,0.002733778,NA,0.001585365,NA,0.003448563,0.012849986,11.933,88.066,2.494,11.101,19.366,15.596,8.435,31.261,1997/1998
260,South,E276000,276000,4869000,4.2,22.615,15.792,NA,26.897,19.619,45.882,30.588,82.272,642.986,0.03,296,0.192,1929,0.689,6895,4.231,42311,1330.165,90.077,15.188,0.525,5250,1.126,11261,0.928,9282,0.309158394,0.000219622,NA,0.041360283,5.99E-05,0.000221212,NA,0.000111122,0.00045553,0.030140232,0.007735579,0.013300508,NA,0.001205836,NA,0.000995926,NA,0.000394383,NA,0.003092539,0.003701599,2.322,97.677,4.941,26.27,23.432,13.9,8.065,21.353,1997/1998
261,South,E276000,276000,4869100,4.29,4.463,10.775,NA,16.006,5.134,38.857,10.268,29.696,169.519,0.085,853,0.147,1479,0.632,6327,2.608,26080,449.065,NA,28.588,0.542,5429,1.185,11855,1.197,11979,0.612928023,0.000100006,NA,0.091529057,9.06E-05,0.000947531,1.50E-05,0.000410013,0.036346278,0.033309448,0.017004028,0.004055462,NA,0.002142463,NA,0.001849641,NA,0.000718606,NA,0.004702132,0.0070593,9.101,90.898,1.867,9.854,18.316,14.847,8.843,37.148,1997/1998
262,South,E276000,276000,4869300,4.77,7.958,8.63,NA,14.491,21.041,41.836,17.766,88.092,462.402,0.073,727,0.166,1663,0.614,6141,4.396,43966,590.774,16.455,9.906,0.566,5660,1.111,11117,1.047,10479,0.259897451,0.000100647,NA,0.395507262,0.000111146,0.000397595,NA,0.000102755,0.001021312,0.029565598,0.030323998,0.011242867,NA,0.001761295,NA,0.000764424,NA,0.002882738,NA,0.006155455,0.02322376,8.58,91.419,2.659,13.031,19.639,14.77,7.896,33.565,1997/1998
263,South,E276000,276000,4869400,4.68,9.148,10.095,NA,30.138,15.313,39.989,14.533,58.326,358.049,0.104,1036,0.238,2381,0.908,9089,4.22,42201,653.578,NA,9.655,0.598,5986,1.234,12345,1.18,11802,0.36055773,NA,NA,0.133994242,7.96E-05,0.000677885,2.93E-05,0.000203622,0.008222136,0.028295459,0.015442023,0.004135633,2.62E-05,0.002244899,NA,0.001276767,0.000201774,0.001173006,0.000034542,0.002972488,0.008826525,4.568,95.431,3.071,15.01,21.023,16.957,10.619,28.987,1997/1998
264,South,E276000,276000,4869600,4.31,7.946,10.895,NA,7.132,7.545,35.658,11.473,23.152,172.607,0.108,1078,0.125,1250,0.788,7886,3.269,32692,422.526,NA,24.702,0.61,6109,1.103,11030,1.126,11266,0.62416984,0.000190457,NA,0.236816594,0.000100893,0.000526096,NA,0.000222207,0.01094937,0.020158788,0.019201309,0.00646331,NA,0.002704909,NA,0.001120664,NA,0.001838561,NA,0.005368664,0.014074592,8.774,91.225,2.584,13.025,22.508,16.151,9.795,26.826,1997/1998
265,South,E276000,276000,4869700,4.22,6.681,10.265,NA,12.828,11.897,43.449,9.414,20.276,175.865,0.218,2181,0.147,1477,0.885,8851,3.253,32538,316.246,NA,12.724,0.585,5856,1.159,11593,1.044,10448,0.623434758,0.000154983,NA,0.080955335,5.36E-05,0.000534939,1.35E-05,0.000429079,0.019386709,0.023249274,0.01398108,0.003794231,NA,0.002489036,NA,0.001466402,NA,0.00067698,NA,0.004236475,0.005983615,12.575,87.424,2.183,11.641,20.813,14.508,8.754,29.523,1997/1998
266,South,E276000,276000,4869900,4.21,3.127,6.696,NA,11.501,7.85,34.41,16.886,36.418,300.931,0.139,1388,0.168,1680,0.882,8822,2.955,29554,854.966,NA,11.591,0.581,5819,1.623,16230,1.159,11592,0.398212442,NA,NA,0.098695798,5.62E-05,0.00077063,2.12E-05,0.000391407,0.012658488,0.026250396,0.016165327,0.015694048,9.65E-06,0.002890369,NA,0.001815354,0.000103732,0.000756838,1.66E-05,0.003125627,0.00702585,18.232,81.767,3.924,12.84,14.802,12.163,8.035,29.999,1997/1998
267,North,E276000,276000,4870000,4.75,7.777,9.41,0.314,12.337,13.906,41.195,16.52,37.953,316.8,0.261,2610,0.185,1856,1.041,10417,3.39,33902,485.028,NA,12.442,0.571,5717,1.046,10463,1.024,10246,0.388205437,9.49E-05,NA,0.036738997,3.66E-05,0.00041362,1.74E-06,0.000175658,0.002051859,0.020903021,0.008727044,0.011016178,NA,0.002246775,NA,0.001295706,NA,0.000543625,NA,0.002036214,0.003337853,1.524,98.475,1.535,13.037,28.478,20.068,7.831,27.612,1997/1998
268,North,E276000,276000,4870200,4.37,4.411,11.159,NA,20.318,16.173,38.412,13.04,33.257,344.998,0.163,1628,0.179,1795,0.846,8463,4.079,40794,500.363,NA,17.487,0.651,6518,1.097,10979,0.909,9098,0.607565107,0.00018171,NA,0.219766836,0.00010637,0.00161261,1.60E-05,0.000347103,0.056039252,0.036458573,0.02393305,0.004390432,NA,0.003503579,NA,0.001134746,NA,0.002079667,NA,0.003495724,0.014011058,24.279,75.72,2.48,10.018,20.117,14.28,6.377,22.143,1997/1998
269,North,E276000,276000,4870300,4.4,5.61,10.001,NA,25.177,13.78,47.245,14.091,44.137,230.422,0.041,408,0.146,1462,0.619,6199,3.753,37536,498.141,NA,36.987,0.554,5546,1.073,10730,0.839,8392,0.587595088,0.00023408,NA,0.108895224,7.61E-05,0.000759515,2.20E-05,0.000378832,0.021623262,0.032311547,0.01409204,0.005045403,NA,0.002348916,NA,0.001117933,NA,0.000814982,NA,0.005216036,0.007594564,9.64,90.359,2.639,12.931,22.583,16.23,9.218,26.793,1997/1998
270,North,E276000,276000,4870500,4.35,4.513,9.752,NA,4.198,15.293,40.482,13.194,45.18,294.367,0.105,1047,0.227,2279,0.948,9485,3.971,39714,412.213,NA,23.189,0.636,6368,1.235,12352,0.929,9296,0.621171536,0.000186839,NA,0.180609352,7.29E-05,0.001055402,4.57E-06,0.000742788,0.034850362,0.028955549,0.017192588,0.005525792,NA,0.00350307,NA,0.001598083,4.39E-05,0.00152529,NA,0.004257675,0.01135425,13.225,86.774,1.937,9.723,19.394,15.395,8.279,32.149,1997/1998
271,North,E276000,276000,4870600,4.3,6.383,12.28,NA,14.85,13.621,41.272,13.109,40.862,291.053,0.101,1007,0.218,2181,0.983,9838,4.48,44809,533.358,NA,34.307,0.629,6299,1.052,10524,0.921,9217,0.686229632,NA,NA,0.167203418,1.83E-05,0.001248214,3.75E-05,0.000176304,0.034624154,0.02203752,0.015170988,0.007265271,NA,0.002216941,NA,0.001269564,NA,0.001278185,2.84E-06,0.002902886,0.010310804,9.288,90.711,2.835,14.742,24.746,15.694,6.662,26.126,1997/1998
272,North,E276000,276000,4870800,4.2,3.966,12.441,NA,15.431,11.599,45.879,14.395,36.144,251.453,0.089,892,0.202,2021,0.819,8198,3.646,36466,571.568,9.32,36.765,0.609,6098,1.213,12134,0.963,9631,0.612860376,NA,NA,0.102274097,0.000145353,0.001089592,4.64E-05,NA,0.03371107,0.052048101,0.018552031,0.010705641,NA,0.002258516,NA,0.002097951,5.69E-05,0.000684091,3.10E-05,0.004384945,0.00818281,12.134,87.865,2.967,12.487,19.441,13.816,8.719,30.396,1997/1998
273,North,E276000,276000,4870900,4.39,6.25,12.19,NA,14.294,11.083,44.023,17.609,48.788,451.621,0.076,759,0.256,2565,1.071,10713,4.541,45412,883.768,27.035,40.293,0.604,6047,1.246,12461,0.921,9219,0.505143189,0.000145168,NA,0.041812015,0.000106881,0.000731031,NA,0.000242282,0.01011822,0.042988494,0.012334251,0.023352131,NA,0.001995029,NA,0.001128685,NA,0.000348421,NA,0.002813144,0.004354384,13.797,86.202,2.276,13.806,22.985,15.568,8.702,23.066,1997/1998
274,North,E276000,276000,4871100,4.44,6.173,9.534,0.287,15.094,14.521,50.249,17.864,51.873,1503.466,0.023,231,0.138,1383,0.635,6358,4.248,42486,2000.227,23.023,13.66,0.613,6135,1.262,12621,0.792,7929,0.329736321,NA,NA,0.084437673,0.000148606,0.000145242,4.98E-05,0.000251087,0.001225807,0.051289394,0.0138376,0.102212437,1.94E-05,0.0023434,NA,0.000549062,0.000129849,0.0004884,1.65E-05,0.004411969,0.006825825,13.063,86.936,3.015,12.373,19.047,13.936,7.758,30.748,1997/1998
309,North,E281000,281000,4869900,4.58,2.874,8.937,NA,8.216,8.598,20.636,6.974,23.025,47.96,0.009,93,0.059,593,0.417,4179,1.821,18215,357.405,NA,6.496,0.289,2891,1.913,19135,1.175,11751,0.395329381,NA,NA,0.049316129,9.83E-05,0.000512529,NA,NA,0.017720461,0.020388814,0.009981984,0.005174133,NA,0.001442291,NA,0.001461415,NA,0.000527846,NA,0.004143939,0.003803838,12.35,87.649,3.719,16.195,19.733,12.529,6.319,29.151,1997/1998
310,North,E281000,281000,4869700,4.29,4.105,10.788,NA,10.234,4.782,28.215,5.643,17.694,132.562,0.061,614,0.036,365,0.379,3790,2.414,24144,426.665,NA,2.582,0.328,3280,1.197,11979,0.994,9947,0.589325243,NA,NA,0.081834069,4.53E-05,0.001288187,NA,NA,0.047184833,0.022177702,0.013900366,0.003969998,NA,0.002106479,NA,0.00142421,NA,0.00065018,NA,0.003419899,0.005825552,9.482,90.517,3.765,21.061,25.247,11.601,6.077,22.993,1997/1998
311,North,E281000,281000,4869600,4.67,2.703,9.588,NA,3.887,11.353,25.877,8.694,34.469,85.303,0.005,49,0.068,681,0.371,3715,2.303,23031,628.109,NA,5.932,0.327,3273,1.444,14448,1.074,10740,0.418532983,1.72E-05,NA,0.14345498,0.000151991,0.000625255,NA,NA,0.015861019,0.040774031,0.020284804,0.00824547,NA,0.002253881,NA,0.001465678,NA,0.001453137,NA,0.004530576,0.010095652,14.338,85.661,3.618,17.07,19.719,11.928,5.678,27.801,1997/1998
312,North,E281000,281000,4869400,4.57,5.007,8.223,NA,16.091,7.995,39.064,11.031,34.004,153.018,0.05,495,0.107,1070,0.601,6011,4.492,44922,730.278,NA,3.845,0.4,4001,1.562,15624,1.082,10829,0.263780769,NA,NA,0.101488486,9.04E-05,0.000596482,1.85E-05,0.000217158,0.001588614,0.025582725,0.016807256,0.022209952,NA,0.003151736,NA,0.000824852,NA,0.001038386,NA,0.003205919,0.007231209,15.117,84.882,4.828,17.244,20.162,12.309,6.88,23.633,1997/1998
313,North,E281000,281000,4869300,4.83,3.392,4.495,NA,NA,7.011,16.651,7.011,13.925,72.935,0.106,1064,0.059,595,0.457,4576,1.357,13570,503.629,NA,NA,0.27,2701,1.886,18869,1.334,13341,0.210488555,NA,NA,0.091444672,6.62E-05,0.000404693,NA,NA,0.002379455,0.023367597,0.010544037,0.006491684,NA,0.005031893,NA,0.00074514,3.08E-05,0.000800464,NA,0.002395091,0.006377821,8.885,91.114,2.971,14.027,19.202,12.43,6.993,35.427,1997/1998
